1, 11
2, 11
4, 11
8, 11
16, 11
32, 11
64, 11
128, 21
256, 21
512, 21
1024, 30
2048, 30
4096, 30
8192, 61
16384, 61
32768, 61
65536, 84
131072, 84
262144, 491
524288, 492
1048576, 492
