1024, 1
2048, 1
4096, 1
8192, 1
16384, 1
32768, 1
65536, 1
131072, 1
262144, 1
524288, 8
1048576, 8
2097152, 8
4194304, 8
8388608, 8
16777216, 42
33554432, 67
67108864, 67
134217728, 67
268435456, 108
536870912, 415
1073741824, 419
2147483648, 419
